"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP1wt_rep1"	"IGF2BP1wt_rep2"	"IGF2BP1R167C_rep1"	"IGF2BP1R167C_rep2"	"IGF2BP1R167H_rep1"	"IGF2BP1R167H_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr2"	187467856	187467864	"IGF2BP1R168H"	"-"	2.025	16.91666667	0.24	9.4775	11.448	6.4475	"ENSG00000003436.16"	"TFPI"	"protein_coding"	"CDS"
"chr2"	187488335	187488348	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	25.884	13.38727273	14.85090909	35.4425	11.61636364	4.904	"ENSG00000003436.16"	"TFPI"	"protein_coding"	"intron"
"chr2"	187503648	187503660	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	67.57666667	73.18833333	49.5	57.26888889	18.3	11.27857143	"ENSG00000003436.16"	"TFPI"	"protein_coding"	"CDS"
"chr2"	187503748	187503756	"IGF2BP1R168C"	"-"	9.136	13.99	24.696	15.52333333	0	11.056	"ENSG00000003436.16"	"TFPI"	"protein_coding"	"CDS"
"chr2"	187534067	187534075	"IGF2BP1wt"	"+"	10.395	16.34666667	1.67	15.5075	2.393333333	3.79	"ENSG00000224063.6"	"AC007319.1"	"lncRNA"	"intron"
"chr2"	187554246	187554254	"IGF2BP1wt"	"-"	10.01428571	26.01333333	1.8	9.351428571	0	0	"ENSG00000003436.16"	"TFPI"	"protein_coding"	"5UTR"
"chr2"	189462527	189462535	"IGF2BP1R168H"	"+"	3.9	6.49	5.34	6.118	7.58	7.0775	"ENSG00000115368.10"	"WDR75"	"protein_coding"	"CDS"
"chr2"	189474284	189474292	"IGF2BP1wt"	"+"	13.888	12.47	2.96	0.6325	0	1.378	"ENSG00000115368.10"	"WDR75"	"protein_coding"	"CDS"
"chr2"	189667349	189667357	"IGF2BP1R168H"	"+"	4.426666667	1.925	0.5	9.8	4.45	2.466666667	"ENSG00000138381.10"	"ASNSD1"	"protein_coding"	"CDS"
"chr2"	189667454	189667464	"IGF2BP1R168C,IGF2BP1wt"	"+"	28.256	18.05	11.3	21.84857143	8.714285714	10.445	"ENSG00000138381.10"	"ASNSD1"	"protein_coding"	"CDS"
"chr2"	189782428	189782444	"IGF2BP1R168C,IGF2BP1wt"	"-"	28.18666667	12.04	14.42571429	10.49125	12	15.69333333	"ENSG00000128699.14"	"ORMDL1"	"protein_coding"	"CDS"
"chr2"	189818116	189818124	"IGF2BP1wt"	"+"	9.04	5.48	3.426666667	0.545	1	3.28	"ENSG00000064933.18"	"PMS1"	"protein_coding"	"CDS"
"chr2"	190204964	190204972	"IGF2BP1wt"	"-"	8.712	10.96	5.08	1.765	6.906666667	0.195	"ENSG00000198130.16"	"HIBCH"	"protein_coding"	"3UTR"
"chr2"	190205178	190205186	"IGF2BP1R168H"	"-"	1.56	13.88666667	1.375	10.966	8.8	5.886666667	"ENSG00000198130.16"	"HIBCH"	"protein_coding"	"CDS"
"chr2"	190246171	190246179	"IGF2BP1R168C"	"-"	8.1	3.06	12.48	8.08	5.18	4.67	"ENSG00000198130.16"	"HIBCH"	"protein_coding"	"CDS"
"chr2"	190895224	190895232	"IGF2BP1R168C"	"+"	12.88666667	21.38	16.1	15.7075	11.16571429	3.67	"ENSG00000115419.13"	"GLS"	"protein_coding"	"CDS"
"chr2"	190895640	190895648	"IGF2BP1R168H"	"+"	14.064	17.004	2.735	19.05666667	26.28571429	29.36	"ENSG00000115419.13"	"GLS"	"protein_coding"	"CDS"
"chr2"	190905094	190905102	"IGF2BP1wt"	"+"	18.8175	33.05142857	15.46857143	28.2725	5.982857143	27.4575	"ENSG00000115419.13"	"GLS"	"protein_coding"	"CDS"
"chr2"	190930558	190930566	"IGF2BP1wt"	"+"	7.908571429	8.792	13.056	10.62	7.466666667	9.28	"ENSG00000115419.13"	"GLS"	"protein_coding"	"CDS"
"chr2"	190933476	190933484	"IGF2BP1wt"	"+"	6.372	11.36	5.28	5.515	2.59	1.435	"ENSG00000115419.13"	"GLS"	"protein_coding"	"3UTR"
"chr2"	190934040	190934053	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	38.38	24.728	6.465	25.078	7.224	6.77875	"ENSG00000115419.13"	"GLS"	"protein_coding"	"3UTR"
"chr2"	190934727	190934735	"IGF2BP1wt"	"+"	6.24	6.125	3.06	7.085	2.5	2.14	"ENSG00000115419.13"	"GLS"	"protein_coding"	"3UTR"
"chr2"	190975840	190975848	"IGF2BP1R168C"	"-"	1.653333333	14.19	10.428	23.37333333	5.333333333	5.7225	"ENSG00000115415.20"	"STAT1"	"protein_coding"	"CDS"
"chr2"	190979792	190979800	"IGF2BP1wt"	"-"	10.43333333	9.92	10.95	2.085	2.18	0.925	"ENSG00000115415.20"	"STAT1"	"protein_coding"	"CDS"
"chr2"	190995142	190995150	"IGF2BP1R168C"	"-"	8.876666667	18.81428571	15.83666667	18.77	0.3	1.794	"ENSG00000115415.20"	"STAT1"	"protein_coding"	"CDS"
"chr2"	190999663	190999671	"IGF2BP1R168C"	"-"	20.12	13.47	19.605	12.89	12.36	8.27	"ENSG00000115415.20"	"STAT1"	"protein_coding"	"CDS"
"chr2"	191121993	191122002	"IGF2BP1R168C,IGF2BP1R168H"	"+"	26.24	5.8	13.34	12.35	29	14.19	"ENSG00000207402.1"	"RNU6-959P"	"snRNA"	"exon"
"chr2"	191276992	191277000	"IGF2BP1wt"	"+"	6.94	4.084	0.288	9.634	0	0.03333333333	"ENSG00000128641.19"	"MYO1B"	"protein_coding"	"CDS"
"chr2"	191381509	191381517	"IGF2BP1R168C"	"+"	2.76	2.69	10.68	6.35	5.36	3.99	"ENSG00000128641.19"	"MYO1B"	"protein_coding"	"CDS"
"chr2"	191383290	191383298	"IGF2BP1wt"	"+"	11.22	9.48	0.28	8.5975	6.815	0.925	"ENSG00000128641.19"	"MYO1B"	"protein_coding"	"CDS"
"chr2"	191385960	191385968	"IGF2BP1R168H,IGF2BP1wt"	"+"	11.59714286	8.206666667	7.77	11.0125	9.393333333	13.56	"ENSG00000128641.19"	"MYO1B"	"protein_coding"	"CDS"
"chr2"	191387435	191387446	"IGF2BP1R168C,IGF2BP1wt"	"+"	4.396	5.122857143	5.265	5.674285714	0	0.2728571429	"ENSG00000128641.19"	"MYO1B"	"protein_coding"	"CDS"
"chr2"	191411085	191411093	"IGF2BP1R168C"	"+"	13.568	6.08	12.21666667	3.3925	1.68	0	"ENSG00000128641.19"	"MYO1B"	"protein_coding"	"CDS"
"chr2"	191416185	191416193	"IGF2BP1R168C"	"+"	0.7	0.852	9.072	4.474285714	0	2.24	"ENSG00000128641.19"	"MYO1B"	"protein_coding"	"CDS"
"chr2"	191424490	191424498	"IGF2BP1wt"	"+"	10.02	4.933333333	1.5	0.74	0.135	7.233333333	"ENSG00000128641.19"	"MYO1B"	"protein_coding"	"3UTR"
"chr2"	196686214	196686222	"IGF2BP1wt"	"-"	11.2	9.8	6.12	7.63	14	2.14	"ENSG00000252923.1"	"AC068544.1"	"scaRNA"	"exon"
"chr2"	196785449	196785457	"IGF2BP1wt"	"-"	9.576666667	8.056	2.91	0.27	2.315	1.825	"ENSG00000119041.11"	"GTF3C3"	"protein_coding"	"CDS"
"chr2"	197392118	197392126	"IGF2BP1R168H"	"-"	15.74	20.37142857	12.44	25.01333333	10.97333333	4.366666667	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"3UTR"
"chr2"	197396178	197396186	"IGF2BP1wt"	"-"	14.644	8.996666667	6.834285714	18.156	0	4.82	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197398016	197398024	"IGF2BP1wt"	"-"	13.15	4.98	4.75	19.3	6.393333333	3.95	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197400421	197400429	"IGF2BP1R168H"	"-"	26.70666667	19.93714286	13.75142857	21.56	15	19.0475	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197400718	197400726	"IGF2BP1wt"	"-"	28.92	14.22	10.56857143	40.042	10.375	16.37666667	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197400730	197400738	"IGF2BP1R168C"	"-"	20.26	12.84	15.02571429	37.78714286	7.285714286	11.59625	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197401437	197401450	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	7.968	16.8325	11.89111111	16.25909091	5.444444444	11.30272727	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197402630	197402640	"IGF2BP1R168H,IGF2BP1wt"	"-"	40.22	35.6425	26.65333333	42.077	32.8375	11.36666667	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197405090	197405098	"IGF2BP1wt"	"-"	6.5425	20.92857143	0.345	3.996	0	12.952	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197405356	197405364	"IGF2BP1wt"	"-"	46.94666667	54.92571429	43.86	42.8	19.83333333	6.8675	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197419370	197419378	"IGF2BP1R168C"	"-"	4.575	10.315	4.98	16.93	5.868	14.0825	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"3UTR"
"chr2"	197423821	197423831	"IGF2BP1R168C,IGF2BP1wt"	"-"	23.97	8.948888889	9.456	13.122	0	3.013333333	"ENSG00000115524.17"	"SF3B1"	"protein_coding"	"CDS"
"chr2"	197493402	197493415	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	72.59384385	91.51538615	54.02499833	167.5815377	30.51166667	28.01166667	"ENSG00000144381.18"	"HSPD1"	"protein_coding"	"CDS"
"chr2"	197494902	197494912	"IGF2BP1R168C,IGF2BP1R168H"	"-"	17.05333333	18.2475	20.81666667	21.72125	14	8.80125	"ENSG00000144381.18"	"HSPD1"	"protein_coding"	"intron"
"chr2"	197497248	197497256	"IGF2BP1wt"	"-"	34.81749875	43.13	18.36999875	50.31374875	16.3625	2.2875	"ENSG00000144381.18"	"HSPD1"	"protein_coding"	"CDS"
"chr2"	197501132	197501140	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	92.81499625	64.2725	64.41	45.12428286	91.625	79.1812475	"ENSG00000115541.11"	"HSPE1"	"protein_coding"	"CDS"
"chr2"	197503316	197503328	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	188.0516658	143.994002	130.2545473	202.218996	94.52181818	82.10000364	"ENSG00000115541.11"	"HSPE1"	"protein_coding"	"3UTR"
"chr2"	197535560	197535568	"IGF2BP1R168C"	"+"	7.84	12.41333333	12.495	11.445	9.5	3.745	"ENSG00000115540.15"	"MOB4"	"protein_coding"	"CDS"
"chr2"	197550300	197550310	"IGF2BP1R168H,IGF2BP1wt"	"+"	24.37333333	14.45666667	6.88	11.696	9.8	12.05	"ENSG00000115540.15"	"MOB4"	"protein_coding"	"CDS"
"chr2"	197551086	197551094	"IGF2BP1wt"	"+"	6.7	5.02	5.34	3.72	0.68	0.7466666667	"ENSG00000115540.15"	"MOB4"	"protein_coding"	"3UTR"
"chr2"	199783352	199783366	"IGF2BP1R168C,IGF2BP1wt"	"-"	37.72001	68.8	67.56	77.86	0	0	"ENSG00000226124.8"	"FTCDNL1"	"protein_coding"	"intron"
"chr2"	199961866	199961874	"IGF2BP1R168H"	"+"	0.988	5.312	11.856	0	6.3	10.04	"ENSG00000162972.10"	"MAIP1"	"protein_coding"	"CDS"
"chr2"	199963782	199963790	"IGF2BP1wt"	"+"	24.484	28.84333333	13.176	25.188	8.405	8.562	"ENSG00000162972.10"	"MAIP1"	"protein_coding"	"CDS"
"chr2"	200318787	200318795	"IGF2BP1wt"	"+"	9.735	9.016	4.224	2.933333333	0	1.63	"ENSG00000196141.14"	"SPATS2L"	"protein_coding"	"intron"
"chr2"	200331915	200331923	"IGF2BP1R168H"	"+"	9.813333333	5.146666667	4.84	6.355	7.333333333	9.375	"ENSG00000196141.14"	"SPATS2L"	"protein_coding"	"intron"
"chr2"	200389256	200389269	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	22.545	40.268	26.925	45.32777778	8.064444444	27.16888889	"ENSG00000196141.14"	"SPATS2L"	"protein_coding"	"CDS"
"chr2"	200419415	200419425	"IGF2BP1R168C,IGF2BP1R168H"	"+"	1.655	8	15.55142857	26.508	6.85	6.718	"ENSG00000196141.14"	"SPATS2L"	"protein_coding"	"CDS"
"chr2"	200469997	200470005	"IGF2BP1wt"	"+"	15.575	12.91333333	14.30666667	6.881666667	6.225	1.246666667	"ENSG00000196141.14"	"SPATS2L"	"protein_coding"	"CDS"
"chr2"	200472836	200472844	"IGF2BP1R168C"	"+"	18.20285714	18.02857143	16.0425	27.55	7.41	0	"ENSG00000196141.14"	"SPATS2L"	"protein_coding"	"CDS"
"chr2"	200472948	200472958	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	16.00888889	23.65428571	21.384	21.89428571	8.92	5.644	"ENSG00000196141.14"	"SPATS2L"	"protein_coding"	"CDS"
"chr2"	200478402	200478410	"IGF2BP1wt"	"+"	24.08	23.212	10.05	25.24142857	1.792	8.395	"ENSG00000196141.14"	"SPATS2L"	"protein_coding"	"3UTR"
"chr2"	200571750	200571758	"IGF2BP1R168C,IGF2BP1R168H"	"+"	4.6	2.6	7.153333333	8.75	8	9.3975	"ENSG00000163535.18"	"SGO2"	"protein_coding"	"CDS"
"chr2"	200815463	200815476	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	47.19333333	74.02545545	61.84363636	67.654001	40.812	35.35	"ENSG00000082153.18"	"BZW1"	"protein_coding"	"CDS"
"chr2"	200823208	200823216	"IGF2BP1wt"	"+"	3.244	4.306666667	1.68	0.6575	1.236	2.626666667	"ENSG00000082153.18"	"BZW1"	"protein_coding"	"3UTR"
"chr2"	200823258	200823267	"IGF2BP1R168C,IGF2BP1wt"	"+"	9.131428571	11.64	11.64666667	15.22875	3.731428571	4.4	"ENSG00000082153.18"	"BZW1"	"protein_coding"	"3UTR"
"chr2"	200830032	200830044	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	397.55001	436.567505	390.9066833	555.2325125	313.993345	233.2044511	"ENSG00000207116.1"	"RNU6-31P"	"snRNA"	"exon"
"chr2"	200854654	200854663	"IGF2BP1R168C,IGF2BP1wt"	"-"	8.64	9.304	12.595	13.076	9.6	0.5433333333	"ENSG00000013441.16"	"CLK1"	"protein_coding"	"CDS"
"chr2"	200857826	200857834	"IGF2BP1R168C"	"-"	0	7.31	7.21	11.225	0.508	6.404	"ENSG00000013441.16"	"CLK1"	"protein_coding"	"CDS"
"chr2"	200860438	200860446	"IGF2BP1wt"	"-"	17.36	10.45333333	5.355	8.175	6.5	4.28	"ENSG00000013441.16"	"CLK1"	"protein_coding"	"intron"
"chr2"	200871363	200871371	"IGF2BP1wt"	"-"	17.1225	12.645	8.375	5.115	0.3933333333	5.108	"ENSG00000240344.9"	"PPIL3"	"protein_coding"	"3UTR"
"chr2"	200876971	200876979	"IGF2BP1R168C"	"-"	4.04	1.47	8.576	11.808	5	3.256666667	"ENSG00000240344.9"	"PPIL3"	"protein_coding"	"CDS"
"chr2"	200897104	200897112	"IGF2BP1wt"	"+"	8.63	4.25	0.12	2.478	0.4533333333	2.512	"ENSG00000196290.16"	"NIF3L1"	"protein_coding"	"CDS"
"chr2"	201136064	201136073	"IGF2BP1R168C,IGF2BP1wt"	"+"	7.54	16.29	11.46	21.705	6.18	0.195	"ENSG00000003402.20"	"CFLAR"	"protein_coding"	"CDS"
"chr2"	201420556	201420564	"IGF2BP1wt"	"-"	7.84	7.513333333	1.53	3.815	0	2.14	"ENSG00000115993.13"	"TRAK2"	"protein_coding"	"5UTR"
"chr2"	201480176	201480184	"IGF2BP1wt"	"+"	8.96	9.408	3.06	7.085	6	0	"ENSG00000082146.13"	"STRADB"	"protein_coding"	"3UTR"
"chr2"	202265906	202265914	"IGF2BP1wt"	"+"	5.12	3.753333333	11.56285714	12.59	4.475	0	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"5UTR"
"chr2"	202277986	202277994	"IGF2BP1R168H"	"+"	10.465	1.833333333	1.64	14.2975	10.616	4.361666667	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"CDS"
"chr2"	202278146	202278156	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	201.744003	159.841999	107.862	122.650003	64.568	85.926003	"ENSG00000212309.1"	"SNORD70B"	"snoRNA"	"exon"
"chr2"	202282385	202282393	"IGF2BP1R168C"	"+"	0	15.804	7.083333333	8.61	10.28571429	0	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"CDS"
"chr2"	202284361	202284369	"IGF2BP1R168C"	"+"	10.48	1.375	12.63	6.11	8.02	1.135	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"CDS"
"chr2"	202290395	202290403	"IGF2BP1wt"	"+"	9.42	9.742857143	1.337142857	11.83125	1.646666667	0	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"CDS"
"chr2"	202291210	202291219	"IGF2BP1R168C,IGF2BP1wt"	"+"	11.984	7.028	10.28	19.34	8.18	14.8675	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"CDS"
"chr2"	202291388	202291396	"IGF2BP1wt"	"+"	43.46249875	54.40571429	15.585	44.635	3.58	0	"ENSG00000271852.1"	"SNORD11B"	"snoRNA"	"exon"
"chr2"	202293058	202293071	"IGF2BP1R168H,IGF2BP1wt"	"+"	236.8830823	225.7153854	236.6261554	274.5576915	150.5938492	164.413335	"ENSG00000238317.2"	"SNORD11"	"snoRNA"	"exon"
"chr2"	202297388	202297396	"IGF2BP1R168C"	"+"	20.172	9.42	4.77	3.6125	0.7	2.485	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"CDS"
"chr2"	202300274	202300282	"IGF2BP1wt"	"+"	10.455	13.55714286	5.385	23.69857143	0.12	0.195	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"CDS"
"chr2"	202303582	202303590	"IGF2BP1wt"	"+"	24.224	25.008	27.79	18.236	9.8	5.63	"ENSG00000055044.11"	"NOP58"	"protein_coding"	"3UTR"
"chr2"	202767690	202767698	"IGF2BP1wt"	"+"	11.31	7.39	3.15	8.7625	1.393333333	5.1425	"ENSG00000138439.12"	"FAM117B"	"protein_coding"	"3UTR"
"chr2"	202901050	202901058	"IGF2BP1R168H"	"-"	9.348571429	20.0075	11.404	20.05714286	5.453333333	10.54166667	"ENSG00000138442.10"	"WDR12"	"protein_coding"	"CDS"
"chr2"	206771960	206771968	"IGF2BP1R168C"	"+"	2.76	1.546666667	6.09	6.35	0	3.1875	"ENSG00000118246.14"	"FASTKD2"	"protein_coding"	"CDS"
"chr2"	206786772	206786780	"IGF2BP1R168C"	"+"	0.36	0.67	7.716	14.6375	0.5733333333	0	"ENSG00000118246.14"	"FASTKD2"	"protein_coding"	"CDS"
"chr2"	207753808	207753816	"IGF2BP1wt"	"+"	5.28	12.612	0	4.945	3.666666667	2.06	"ENSG00000163249.13"	"CCNYL1"	"protein_coding"	"3UTR"
"chr2"	207762960	207762968	"IGF2BP1R168C"	"-"	19.04	8.085	9.435	13.08	5.5	9.986666667	"ENSG00000163251.4"	"FZD5"	"protein_coding"	"3UTR"
"chr2"	207765182	207765190	"IGF2BP1R168C"	"-"	5.406666667	5.306666667	6.624	9.383333333	1	2.043333333	"ENSG00000163251.4"	"FZD5"	"protein_coding"	"3UTR"
"chr2"	207765489	207765497	"IGF2BP1R168H"	"-"	2.2	10.04	0	7.985	7.36	5.06	"ENSG00000163251.4"	"FZD5"	"protein_coding"	"3UTR"
"chr2"	207765550	207765564	"IGF2BP1R168C,IGF2BP1wt"	"-"	11.96	19.1	7.196666667	15.71	10.34666667	2.183333333	"ENSG00000163251.4"	"FZD5"	"protein_coding"	"3UTR"
"chr2"	208236275	208236283	"IGF2BP1wt"	"-"	38.92	33.63714286	34.548	46.27333333	9.657142857	8.054	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"3UTR"
"chr2"	208236402	208236410	"IGF2BP1R168C"	"-"	22.688	27.7	6.34	40.66	0.96	6.865	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"3UTR"
"chr2"	208236616	208236624	"IGF2BP1R168H"	"-"	0.385	6.505	14.685	5.20375	23.415	16.4775	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"3UTR"
"chr2"	208236798	208236810	"IGF2BP1R168C,IGF2BP1R168H"	"-"	70.88	54.01666667	49.44857143	68.97666667	36.232	16	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"3UTR"
"chr2"	208237104	208237112	"IGF2BP1R168H"	"-"	44.32333333	17.91	13.7475	32.87125	25.6825	12.41285714	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"CDS"
"chr2"	208237150	208237158	"IGF2BP1R168C"	"-"	23.9	11.58	11.3625	37.56428571	0	0.475	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"CDS"
"chr2"	208242129	208242137	"IGF2BP1wt"	"-"	24.32	11.34666667	2.52	10.71	2.76	2.92	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"CDS"
"chr2"	208243479	208243495	"IGF2BP1R168C,IGF2BP1wt"	"-"	38.0275	45.03857143	24.19714286	48.62466667	0	0	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"CDS"
"chr2"	208243552	208243560	"IGF2BP1R168C,IGF2BP1R168H"	"-"	28.81	25.396	16.77428571	8.611666667	11.945	24.9125	"ENSG00000138413.14"	"IDH1"	"protein_coding"	"CDS"
"chr2"	208304275	208304283	"IGF2BP1R168H"	"+"	5.85	4.1	10.35	3.87	8.74	13.094	"ENSG00000115020.17"	"PIKFYVE"	"protein_coding"	"CDS"
"chr2"	210019708	210019716	"IGF2BP1R168H"	"+"	0.965	3.58	0	1.39	5.975	7.296666667	"ENSG00000197713.15"	"RPE"	"protein_coding"	"CDS"
"chr2"	210020520	210020530	"IGF2BP1R168C,IGF2BP1R168H"	"+"	4.972	3.83	4.04	12.2025	1.77	6.478571429	"ENSG00000197713.15"	"RPE"	"protein_coding"	"3UTR"
"chr2"	210020658	210020666	"IGF2BP1wt"	"+"	20.94	16.575	14.396	8.532	0.18	0.675	"ENSG00000197713.15"	"RPE"	"protein_coding"	"3UTR"
"chr2"	210021002	210021010	"IGF2BP1R168C"	"+"	4.17	0.2866666667	4.32	6.788	2.43	1.113333333	"ENSG00000197713.15"	"RPE"	"protein_coding"	"3UTR"
"chr2"	210433066	210433074	"IGF2BP1R168C"	"-"	7.82	1.753333333	12.14	9.896666667	3.98	0	"ENSG00000115365.12"	"LANCL1"	"protein_coding"	"3UTR"
"chr2"	215326870	215326879	"IGF2BP1R168C,IGF2BP1wt"	"+"	20.536	21.52444444	27.78	36.81833333	17.96333333	15.24714286	"ENSG00000138363.15"	"ATIC"	"protein_coding"	"CDS"
"chr2"	215333402	215333410	"IGF2BP1R168C"	"+"	0.415	11.316	10.305	9.683333333	0.06	3.26	"ENSG00000138363.15"	"ATIC"	"protein_coding"	"CDS"
"chr2"	215336080	215336088	"IGF2BP1R168C"	"+"	7.86	3.028	20.3325	17.215	2	1.313333333	"ENSG00000138363.15"	"ATIC"	"protein_coding"	"CDS"
"chr2"	215338798	215338810	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	10.36857143	22.50857143	17.34	45.53	23.654	10.958	"ENSG00000138363.15"	"ATIC"	"protein_coding"	"CDS"
"chr2"	215349218	215349228	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	21.34666667	11.6225	14.7	9.5125	20.08	11.97	"ENSG00000138363.15"	"ATIC"	"protein_coding"	"CDS"
"chr2"	215349648	215349656	"IGF2BP1wt"	"+"	34.256	35.80333333	6.816	43.69142857	3.8	1.875	"ENSG00000138363.15"	"ATIC"	"protein_coding"	"3UTR"
"chr2"	215360888	215360898	"IGF2BP1R168C,IGF2BP1wt"	"-"	169.25667	183.287003	99.12999778	91.03222556	17.64333333	55.46222444	"ENSG00000115414.21"	"FN1"	"protein_coding"	"3UTR"
"chr2"	215361080	215361094	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	111.4100025	151.2485736	76.73999857	145.3090936	56.608	46.31583333	"ENSG00000115414.21"	"FN1"	"protein_coding"	"3UTR"
"chr2"	215361321	215361331	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	90.87333222	97.29778	62.364	129.232999	55.54	53.65333333	"ENSG00000115414.21"	"FN1"	"protein_coding"	"3UTR"
"chr2"	215361559	215361569	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	171.908003	181.778001	176.100002	181.833006	150.355998	165.277997	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215361989	215361997	"IGF2BP1R168C"	"-"	14.2875	19.24285714	10.98	29.2175	0	5.844285714	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215367934	215367942	"IGF2BP1R168H"	"-"	0	0	0	0	63.625	115.0737475	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215370078	215370086	"IGF2BP1wt"	"-"	6.248	4.04	3.06	11.92666667	3.18	0.3566666667	"ENSG00000115414.21"	"FN1"	"protein_coding"	"intron"
"chr2"	215370216	215370224	"IGF2BP1R168C"	"-"	5.892	4.38	6.525	10.8225	0.12	6.325	"ENSG00000115414.21"	"FN1"	"protein_coding"	"intron"
"chr2"	215370906	215370914	"IGF2BP1R168H"	"-"	11.92	1.84	3.69	4.355	7	8.338	"ENSG00000115414.21"	"FN1"	"protein_coding"	"intron"
"chr2"	215371950	215371958	"IGF2BP1R168H,IGF2BP1wt"	"-"	209.17	202.6949988	119.8649975	233.1324938	45.345	31.432495	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215372327	215372335	"IGF2BP1R168C"	"-"	64.19875375	105.8137513	69.00375375	160.321255	29.4937525	0	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215373010	215373018	"IGF2BP1R168C"	"-"	9.625	13.195	5.52	5.1475	4.815	0.195	"ENSG00000115414.21"	"FN1"	"protein_coding"	"intron"
"chr2"	215373382	215373391	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	224.5400022	233.2977811	119.2333433	235.9277811	52.05556	57.28111444	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215375346	215375361	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	39.86933333	38.264	27.552	70.18500071	21.33	32.57214286	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215375673	215375688	"IGF2BP1R168C,IGF2BP1wt"	"-"	190.653332	191.9693313	102.731998	247.5939973	1.108001333	0	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215376517	215376526	"IGF2BP1R168C,IGF2BP1wt"	"-"	114.7288856	86.63555778	65.12999875	138.6024987	41.5225	7.109997778	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215376612	215376620	"IGF2BP1R168C,IGF2BP1wt"	"-"	66.3499975	132.010005	74.49	158.6225037	14.76500125	13.95875	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
